id;benutzer;kategorie;prio;sachbearbeiter;datum;titel
638;benutzer149;Personalcomputer;3;supporter2;29.04.2013 08:37;PC 31107
639;benutzer110;PC-Programm;3;supporter2;29.04.2013 10:33;Fehlermeldung Profilspeicherplatz
640;supporter14;Beamer;3;supporter12;30.04.2013 17:14;kapputt
641;supporter14;Lokales Netzwerk;2;supporter10;01.05.2013 10:26;Anmeldezeit an AD
642;benutzer108;Mail;2;supporter10;01.05.2013 11:17;Multimedia-Files in Mailanhängen
643;benutzer97;Mail;2;supporter10;02.05.2013 10:38;Ansicht Kalender 008 bei U. Bessire nicht möglich
644;benutzer172;Lokales Netzwerk;2;supporter10;02.05.2013 10:54;WLAN
645;supporter14;Personalcomputer;2;supporter2;02.05.2013 11:14;Katz und Maus
647;supporter2;PC-Programm;1;supporter2;03.05.2013 07:45;test
648;benutzer60;Lokales Netzwerk;2;supporter10;07.05.2013 08:07;lukas.nyffenegger kann sich nicht anmelden
649;benutzer40;Notenool;2;supporter5;07.05.2013 13:14;Intranet/Noten
650;benutzer128;Personalcomputer;2;supporter2;10.05.2013 14:35;PC-Zimmer 401
651;benutzer169;Lokales Netzwerk;2;supporter10;11.05.2013 09:15;Zugriff auf Transfer Verzeichnis
652;benutzer169;Helpdesktool;1;supporter10;11.05.2013 09:24;Benutzereinstellungen  Helpsystem
654;supporter12;Personalcomputer;2;supporter12;13.05.2013 17:08;Austausch PC im Zimmer 008
655;supporter2;Lokales Netzwerk;1;supporter2;15.05.2013 10:40;Accounts zurücksetzen
657;benutzer226;PC-Programm;3;supporter10;16.05.2013 08:35;Anmelden ZeitZentrum-Schüler an BBZGR
658;benutzer190;Personenverwaltung;3;supporter10;16.05.2013 13:26;Account Ernst Hürlimann
659;supporter2;Personalcomputer;1;supporter2;17.05.2013 13:56;DVD defekt
660;benutzer139;Beamer;2;supporter2;21.05.2013 09:55;Beamer
661;benutzer20;PC-Programm;2;supporter12;21.05.2013 15:50;Laptop
662;benutzer190;Personenverwaltung;2;supporter2;27.05.2013 08:59;Account Daniela Grossenbacher
663;supporter12;Personalcomputer;1;supporter12;29.05.2013 09:52;Dokkamera und Verkabelung 1Q 2013
664;benutzer215;Anderes Tool;1;supporter5;29.05.2013 11:57;Keine Daten auf BSCW mit meinem Login
665;benutzer152;PC-Programm;3;supporter10;04.06.2013 10:54;Auto-CAD Zimmer 309 Grenchen
666;benutzer83;Beamer;2;supporter12;04.06.2013 13:57;VGA Weiche funktioniert nicht richtig
667;supporter12;Drucker;2;supporter10;04.06.2013 14:10;Drucker Arbeitszimmer
668;supporter12;Beamer;1;supporter12;05.06.2013 07:32;Beamer im 531
669;benutzer60;Personalcomputer;3;supporter12;05.06.2013 14:15;Lehrer-PC in 012 geht nicht
670;benutzer215;PC-Programm;2;supporter12;06.06.2013 08:25;Beamer Sh2, Zimmer 511
671;supporter14;Drucker;3;supporter7;06.06.2013 08:27;Drucker Zi104 / Inflabor
672;benutzer51;PC-Programm;2;supporter10;06.06.2013 11:28;Internetexplorer
673;benutzer67;Notebook;2;supporter2;10.06.2013 07:52;Austausch Notebook im Zi 109.
674;benutzer108;Personenverwaltung;3;supporter2;17.06.2013 07:14;GV_GISO_Bereich-Foerder
675;supporter15;Mail;3;supporter10;17.06.2013 11:33;Mailadresse ZeitZentrum
676;benutzer70;Personalcomputer;3;supporter12;18.06.2013 09:50;S. Siegenthaler, Zimmer 003
677;benutzer207;Personalcomputer;1;supporter12;19.06.2013 09:29;Test für Michel
678;benutzer116;PC-Programm;1;supporter10;20.06.2013 10:51;Werckstattgebäude Zi 014
679;benutzer51;PC-Programm;3;supporter10;20.06.2013 11:57;VPN
680;benutzer60;Anderes Tool;2;supporter5;21.06.2013 09:12;Passwort-Tool
681;supporter2;Helpdesktool;2;supporter5;21.06.2013 11:08;Helpdesk im EBZ funktioniert nicht mehr
682;supporter10;Helpdesktool;2;supporter5;21.06.2013 15:20;IE - Konfiguration Kompatibelität
683;benutzer60;Personalcomputer;2;supporter10;21.06.2013 16:50;GISO P03 23 bleibt hängen
684;benutzer60;Personalcomputer;2;supporter10;21.06.2013 17:01;GISO P03 11 ebenfalls hängen
685;supporter10;Drucker;1;supporter10;24.06.2013 08:48;Drucker Hauswarte GISO (M01_P01)
686;benutzer102;PC-Programm;2;supporter2;25.06.2013 07:57;Profilspeicherplatz
687;benutzer60;Personalcomputer;2;supporter10;25.06.2013 09:30;GISO P03 16 bootet nicht
691;benutzer60;Notenool;2;supporter5;26.06.2013 14:41;Sortierung von Umlauten
692;benutzer73;Drucker;2;supporter10;27.06.2013 12:25;Drucker-Probleme
693;benutzer169;PC-Programm;2;supporter10;27.06.2013 15:44;Vorlagen vom Kanton
694;benutzer169;Lokales Netzwerk;1;supporter10;27.06.2013 15:50;Zugriff auf Kantonsintranet
695;benutzer154;PC-Programm;2;supporter12;01.07.2013 09:14;SolidEdge
696;supporter12;PC-Programm;2;supporter12;01.07.2013 11:13;Visio
697;supporter12;Drucker;1;supporter12;02.07.2013 07:24;Drucker 017
698;benutzer83;Windows;1;supporter12;02.07.2013 10:19;PC hat sich gehängt
699;supporter6;Anderes Tool;2;supporter5;02.07.2013 13:20;Schülerfeedback
700;benutzer117;Mail;2;supporter10;04.07.2013 10:08;Mail-Adresse für Lehrer
701;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:31;Account Hafner Alexandra, KBS SOGR
702;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:32;Account Penfold Sam, EBZ SOGR
703;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:32;Account Borer Guido, GIBS GR
704;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:33;Account Gfrörer Madeleine, GIBS SO
705;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:33;Account Ittig Simon, GIBS GR
706;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:33;Account Jandl Patrick, GIBS GR
707;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:34;Account Schluep Madeleine, GIBS SO
708;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:34;Account Wagner Peter, KBS SOGR
709;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:35;Account Eggimann Jonas, GIBS GR
710;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:35;Account Graber Tanja, KBS SOGR
711;benutzer190;Personenverwaltung;2;supporter10;07.07.2013 14:37;Account Meier Andreas, KBS SOGR
712;benutzer128;Notenool;1;supporter5;12.07.2013 09:30;Frage
713;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:12;Account Kristina Sikalo, EBZ Lernende
714;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:13;Account Damian Albisser, GIBS SO Lernender
715;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:14;Account Vanessa Kohler
716;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:15;Account Matthias Rüetschi, GIBS GR Lernender
717;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:16;Account Nancy Aegerter, EBZ
718;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:17;Account Daniel Wegmüller
719;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:20;Account Jonas Eggimann, GIBS GR
720;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:22;Account Kurt Bieri, GIBS GR
721;benutzer190;Personenverwaltung;2;supporter10;19.07.2013 09:22;Account Ulrich Bärtschi, GIBS GR
722;benutzer190;Personenverwaltung;3;supporter10;19.07.2013 10:04;Account Stefanie Späti, EBZ
723;benutzer128;Internet;2;supporter10;31.07.2013 08:01;WLAN BBZSOGR
724;benutzer97;Anderes Tool;2;supporter5;02.08.2013 07:58;Neuer Lernender - Zugang zu den Tools sowie Eröffnung BBZ-Mail
725;benutzer128;Personenverwaltung;2;supporter2;05.08.2013 10:39;Eröffnung Account
726;supporter6;Notebook;1;supporter10;06.08.2013 08:19;Mc Affee
728;benutzer128;Personenverwaltung;3;supporter10;07.08.2013 16:24;Eröffung Lehreraccount
729;benutzer190;Personenverwaltung;2;supporter2;08.08.2013 11:22;Account Oliver Schneider, BBZ Grenchen
730;benutzer190;Personenverwaltung;2;supporter2;08.08.2013 11:22;Account Jan Lang, BBZ SOGR
731;benutzer60;Drucker;2;supporter10;08.08.2013 15:55;P19_P1 geht nicht (mehr) an
732;benutzer128;Personalcomputer;2;supporter2;09.08.2013 10:11;Vision
733;benutzer128;PC-Programm;3;supporter2;09.08.2013 13:48;Tastaturschreibprogramm
735;benutzer128;Personenverwaltung;2;supporter10;12.08.2013 08:36;vanessa kohler
736;benutzer128;Anderes Tool;2;supporter5;12.08.2013 09:19;Berechtigung EDU-KBS
737;benutzer171;Lokales Netzwerk;3;supporter5;12.08.2013 09:27;VPN Zugang
738;benutzer128;Drucker;2;supporter10;12.08.2013 09:34;Drucker Zi208 (Sekretariat)
739;benutzer111;Personalcomputer;2;supporter10;12.08.2013 15:57;PCkbs20412
740;supporter14;Windows;2;supporter10;12.08.2013 16:46;Profil
742;benutzer108;PC-Programm;3;supporter7;14.08.2013 11:34;"WLAN-Zugriff Pavillon \GISO_Students\"""""
743;benutzer51;PC-Programm;2;supporter2;14.08.2013 12:46;PCs in Zi 307 und 309
744;benutzer117;PC-Programm;1;supporter10;14.08.2013 14:05;Outlook, Raumreservation Mails
745;benutzer34;Notenool;1;supporter2;15.08.2013 08:25;Passwort ändern Tanja Graber
746;benutzer186;PC-Programm;2;supporter2;16.08.2013 09:01;PC Zi 502 Anmeldeverfahren
747;benutzer186;PC-Programm;2;supporter10;16.08.2013 10:28;PC Zi 502 - Druckerprobleme/PW-Aenderung
748;benutzer171;PC-Programm;2;supporter2;18.08.2013 13:39;Office Version
749;benutzer180;PC-Programm;2;supporter12;19.08.2013 07:55;PC Pavillon
750;benutzer222;Drucker;2;supporter10;19.08.2013 08:24;Drucker sek 208
751;benutzer128;Personalcomputer;3;supporter2;19.08.2013 08:55;Laufwerk Verwaltung
752;benutzer149;Anderes Tool;3;supporter2;19.08.2013 09:46;Keinen Zugriff auf Schülerkennwort ändern
753;benutzer128;PC-Programm;1;supporter2;19.08.2013 15:05;Tastaturschreibprogramm
754;benutzer186;PC-Programm;2;supporter2;20.08.2013 08:58;PC Zi 502 - Passwort ändern
756;benutzer154;Personalcomputer;3;supporter12;20.08.2013 13:32;Zimmer 010, Anmeldung
757;benutzer131;Personalcomputer;2;supporter12;20.08.2013 16:08;Defekte Arbeitsstation
758;benutzer200;PC-Programm;3;supporter12;20.08.2013 16:41;Logitech Boxen on/off - defekt
759;benutzer186;PC-Programm;2;supporter2;21.08.2013 09:19;Passwort ändern - Zi 502 
760;benutzer154;Personalcomputer;2;supporter12;21.08.2013 11:44;Zi 011, Anmeldung
763;supporter10;Helpdesktool;1;supporter5;22.08.2013 09:01;Fehler beim Eröffnen
764;supporter10;Helpdesktool;1;supporter5;22.08.2013 09:03;Rene Furter als BSCW Loeser eröffnen
765;benutzer73;Windows;2;supporter2;22.08.2013 10:11;Lehrer-PC ohne Drucker
766;benutzer40;Internet;2;supporter10;22.08.2013 12:40;VPN
767;benutzer186;Anderes Tool;2;supporter2;22.08.2013 13:52;Zi 502 - Passwort ändern
768;benutzer186;Anderes Tool;3;supporter10;23.08.2013 08:34;Zi 502 - PW zurücksetzen 
769;benutzer191;Mail;2;supporter10;23.08.2013 11:00;Zugriff auf BBZ-Mail von Verwaltung
770;supporter10;Anderes Tool;2;supporter5;23.08.2013 13:04;Passwort kann nicht geändert werden
772;benutzer222;Lokales Netzwerk;2;supporter2;26.08.2013 07:24;Anmeldung für Unterricht
776;benutzer226;Windows;1;supporter10;26.08.2013 13:03;Lehrerpc Zi307 GIGR
777;supporter10;Helpdesktool;2;supporter5;26.08.2013 13:04;Kategorie änderbar machen
778;benutzer25;Anderes Tool;2;supporter10;27.08.2013 08:40;Kein Zugriff auf Kalender der KBS-Zimmer
779;supporter10;Helpdesktool;2;supporter5;27.08.2013 09:01;Falsche Mail-Adresse hinterlegt
780;benutzer186;Drucker;2;supporter2;27.08.2013 09:10;Zi 502 - Drucker
781;supporter10;Helpdesktool;2;supporter5;27.08.2013 09:30;Stefanie Späti als EBZ-User im HD Tool eröffnen
782;supporter15;Mail;2;supporter10;27.08.2013 10:01;Mail-Verteiler für Loeschgruppe
783;benutzer172;Personalcomputer;2;supporter12;27.08.2013 14:22;Lehrerstation 012
784;benutzer131;Personalcomputer;1;supporter12;27.08.2013 15:52;PC hängt beim Aufstarten
785;supporter12;PC-Programm;2;supporter12;27.08.2013 17:56;Anmeldung Pcs im 010
786;benutzer51;Personenverwaltung;1;supporter5;28.08.2013 08:43;Melvin Müller
787;benutzer162;Personalcomputer;2;supporter2;28.08.2013 08:51;Defekter CD-Player
788;benutzer55;Beamer;2;supporter10;29.08.2013 07:44;Beamer kein Signal
789;supporter5;PC-Programm;2;supporter10;29.08.2013 09:45;Zi006: Lizenzprobleme Office
791;benutzer145;Beamer;1;supporter10;29.08.2013 12:51;Pixelfehler
792;benutzer61;Drucker;1;supporter10;29.08.2013 13:26;Drucker Zi 207 tut nicht mehr
793;supporter16;Personalcomputer;3;supporter2;29.08.2013 15:48;PC Stehpult für Piccolos Zi202
794;benutzer139;PC-Programm;2;supporter10;30.08.2013 07:59;PC 008 - 22 Word ohne Lizenz
795;benutzer207;Notenool;2;supporter5;02.09.2013 09:40;Klassenübersicht
796;benutzer128;Personalcomputer;2;supporter2;02.09.2013 14:04;Zimmer 401
797;benutzer60;Drucker;3;blj-support;03.09.2013 09:10;Drucker hat ständig Stau / P03
800;benutzer128;Personalcomputer;2;supporter2;03.09.2013 12:54;Vision - Zimmer 401
801;benutzer212;Personalcomputer;3;supporter12;03.09.2013 13:12;Schulung im Zimmer 302, bereitstellen
802;benutzer73;Personalcomputer;3;supporter2;03.09.2013 13:50;PC startet nicht mehr
803;supporter12;Personalcomputer;2;blj-support;04.09.2013 06:38;Test Informatikzimmer durch Lernende
804;supporter12;Personalcomputer;2;supporter12;04.09.2013 06:43;Koordination Support für BLJ Lernende
805;supporter12;Personalcomputer;2;supporter12;04.09.2013 06:46;Aufbau PCs in der Mediothek
806;supporter12;Personalcomputer;2;blj-support;04.09.2013 06:46;PCs ins Inflabor zügeln
808;benutzer117;Drucker;1;supporter10;04.09.2013 11:27;Drucker Zimmer 311 in Grenchen
809;supporter5;PC-Programm;2;supporter2;04.09.2013 13:12;Image in Zimmer 006 unvollständig
810;benutzer128;Anderes Tool;2;supporter5;04.09.2013 13:26;ECO-Import
811;benutzer154;PC-Programm;3;supporter2;04.09.2013 15:04;Informatikzimmer 006 und 008
812;benutzer172;Personalcomputer;2;supporter10;05.09.2013 09:24;Ordnung im Zimmer 012
814;benutzer211;PC-Programm;1;supporter2;06.09.2013 08:37;Defekte PC's
815;benutzer145;Drucker;2;supporter10;09.09.2013 08:11;HP Drucker 
816;benutzer139;PC-Programm;1;supporter2;09.09.2013 08:22;Faststone Capture Kompatibilität 
817;benutzer149;Drucker;1;supporter10;09.09.2013 11:35;Zimmer 311, Grenchen
818;benutzer131;Anderes Tool;3;supporter12;09.09.2013 14:12;keine Projektion ab Dokumentenkamera
820;benutzer180;Personalcomputer;3;supporter12;11.09.2013 09:59;Zugriff auf PC
821;benutzer139;PC-Programm;2;supporter2;11.09.2013 15:04;C++ in Netbeans im Zimmer 008 installieren
823;benutzer169;Notenool;2;supporter5;16.09.2013 11:19;TG für Klasse EI1c fehlt
824;benutzer169;Notenool;2;supporter5;16.09.2013 11:27;Fehlerhafte Berechnung bei eingabe mit TAB Funktoin
825;benutzer139;Windows;2;supporter2;16.09.2013 16:32;Zimmer 008, Inf-Image Drucker installieren
826;benutzer139;Windows;2;supporter2;16.09.2013 16:44;Zimmer 008 Lehrer-PC
827;supporter6;Personalcomputer;2;supporter10;17.09.2013 08:07;Profilspeicher
828;benutzer117;Mail;1;supporter10;17.09.2013 11:03;Verteiler KBS Verwaltung
829;benutzer172;Personalcomputer;3;supporter12;18.09.2013 08:39;Lehrer PC Zi 012
830;supporter12;Personalcomputer;2;supporter12;19.09.2013 09:42;PC GISO_112_02
831;benutzer186;PC-Programm;3;supporter5;19.09.2013 13:11;ZI 502 - DHF12B
832;benutzer100;Drucker;1;supporter12;19.09.2013 14:36;Drucker Gruppenraum 1. Stock
833;supporter12;Personalcomputer;2;supporter12;23.09.2013 15:38;Keine Anmeldeserver
834;benutzer60;Drucker;3;supporter12;24.09.2013 10:47;Laserjet in P03_P1 zieht Blätter nicht ein
835;benutzer172;Personalcomputer;2;supporter12;24.09.2013 13:27;GISO_012_24 Kein Drucker hinzfügbar
836;benutzer218;Personalcomputer;2;supporter12;24.09.2013 15:55;keine Anmeldung möglich
837;benutzer40;Personalcomputer;3;supporter2;24.09.2013 16:37;Zimmer 403
838;supporter2;Personalcomputer;1;supporter2;25.09.2013 08:26;Büro Bosshard, ZZ Grenchen
839;benutzer111;Personalcomputer;1;supporter2;26.09.2013 15:17;Tastatur Zimmer 204
840;benutzer111;Personalcomputer;1;supporter2;30.09.2013 13:15;Zimmer 204 PC01
842;benutzer190;Personenverwaltung;2;supporter10;15.10.2013 08:39;Account Diana Gugelmann, KBS SOGR
843;benutzer20;Mail;3;supporter10;16.10.2013 09:35;E-Mail: Bereich Förderpädagogik anpasse
844;benutzer108;Drucker;2;supporter10;17.10.2013 14:51;Drucker GISO_P19_P2
845;benutzer149;Personalcomputer;2;supporter2;21.10.2013 10:44;Grenchen, Zi. 311, PC 31107
846;benutzer128;Internet;1;supporter2;22.10.2013 13:40;Browser
847;benutzer222;PC-Programm;3;supporter10;22.10.2013 14:32;Outlook Kalender
848;supporter14;Drucker;3;supporter12;23.10.2013 09:32;Drucker Zi104 / Inflabor
849;benutzer222;PC-Programm;3;supporter2;23.10.2013 11:15;Zimmer 303
850;benutzer164;Mail;2;supporter10;23.10.2013 11:17;KBS Schulkalender
851;benutzer24;Windows;2;supporter2;23.10.2013 15:30;Ständiger Runtime-Error
852;benutzer175;Notebook;2;supporter12;26.10.2013 12:31;Switchbox für Notebook im zi 003
853;supporter12;Personalcomputer;2;supporter12;26.10.2013 12:32;Div. Supportjobs nach den Ferien
854;benutzer60;Personalcomputer;2;supporter10;28.10.2013 12:00;3 PC starten nicht mehr
855;benutzer128;Drucker;3;supporter10;28.10.2013 15:22;Druckerproblem
857;benutzer172;Drucker;3;supporter10;31.10.2013 09:01;Keine Drucker installiert im 012 !!
858;benutzer131;Beamer;2;supporter12;02.11.2013 09:48;Dokkamera
859;supporter12;Personalcomputer;2;supporter12;02.11.2013 09:50;Test Dokkamera über USB
860;benutzer115;Personalcomputer;2;supporter12;04.11.2013 07:58;SmartBoard
861;supporter14;Windows;3;supporter2;04.11.2013 08:36;temporäres Profil
862;supporter14;Personalcomputer;3;supporter2;04.11.2013 08:58;Arbeitsstation Zi103
863;benutzer128;PC-Programm;2;supporter2;04.11.2013 09:05;D. Gugelmann
864;benutzer139;Personalcomputer;2;supporter10;04.11.2013 10:23;Zimmer 008 PC10 startet nicht
865;supporter6;Anderes Tool;2;supporter5;04.11.2013 14:43;Login Schüler GIBS Gre
866;benutzer226;Personalcomputer;2;supporter10;04.11.2013 15:21;2 Mängel mittlerer Tragweite im Z 309 GIBS 
867;supporter6;PC-Programm;2;supporter10;04.11.2013 17:05;Zi 307 Grenchen
868;benutzer31;Lokales Netzwerk;3;supporter2;05.11.2013 08:21;Clean&Copy - Einziehen funktioniert nicht
869;benutzer139;Personalcomputer;2;supporter12;05.11.2013 11:08;107 LehrerPC kein Audio auf Lautsprecher
870;benutzer20;Drucker;3;supporter10;05.11.2013 16:09;PC Raum Mediothek
871;benutzer222;Beamer;2;supporter2;06.11.2013 14:44;Zimmer 307 Beamer
872;benutzer120;PC-Programm;3;supporter2;06.11.2013 15:58;CAD
873;benutzer120;PC-Programm;3;supporter2;06.11.2013 16:01;Netcim startet Maschinen nicht Zim 309 Grenchen
874;benutzer55;Personalcomputer;3;supporter2;07.11.2013 08:11;USB-Stick
877;supporter12;Personalcomputer;1;supporter12;07.11.2013 09:55;Printer mapping
878;benutzer186;Drucker;2;supporter2;08.11.2013 08:48;PC Zi 502 - Druckprobleme
879;supporter12;Beamer;1;supporter12;08.11.2013 13:45;Bildstörumgen Beamer GIBS ZI 211
880;benutzer70;Notebook;2;supporter12;08.11.2013 13:48;Installation Notebook Sekretariat
881;benutzer120;PC-Programm;3;supporter2;11.11.2013 10:04;Autocad2010
882;benutzer120;PC-Programm;3;supporter2;11.11.2013 10:09;AutoCAD 2010
883;benutzer120;PC-Programm;3;supporter2;11.11.2013 10:10;Zimmer 309
884;benutzer172;Windows;1;supporter12;12.11.2013 13:28;Zimmer 012
885;supporter12;Personalcomputer;2;supporter12;13.11.2013 10:21;3 PC im Arbeitszimmer laufen nicht mehr
886;benutzer128;Personalcomputer;1;supporter2;13.11.2013 11:55;Switch - Arbeitsplatz GUGD/LEIM
887;benutzer120;Windows;2;supporter2;13.11.2013 16:02;Bildschirmauflösung Zim 309
888;supporter12;Beamer;1;supporter12;14.11.2013 07:05;Berufsbildneranlass 14.11.2013
889;benutzer70;Notebook;1;supporter12;18.11.2013 08:27;Laptop GIBS
890;supporter6;Personalcomputer;2;supporter10;18.11.2013 12:12;Grenchen Zi 307
891;benutzer172;Windows;1;supporter2;19.11.2013 10:37;Werbung Lehrerrechner 306
892;benutzer51;Personalcomputer;3;supporter10;19.11.2013 13:32;Internet stürzt ab
893;benutzer128;Drucker;2;supporter2;19.11.2013 14:05;Drucker Zi 502
894;benutzer111;Personalcomputer;1;supporter2;19.11.2013 16:26;Druckertreiber im Zimmer 204
895;benutzer146;Windows;1;supporter4;20.11.2013 13:21;ZI 305 Updates
896;benutzer53;Notenool;3;supporter5;21.11.2013 10:39;Keine Daten
897;benutzer128;PC-Programm;1;supporter2;25.11.2013 08:18;Drucker
898;benutzer172;Lokales Netzwerk;2;supporter12;28.11.2013 11:26;Scanner im 009
899;benutzer53;Mail;2;supporter10;28.11.2013 11:37;Kalender Outlook für Klassenzimmer
900;supporter16;PC-Programm;3;supporter2;28.11.2013 17:24;Neuer Visualizer in KBS-Zimmer 405
901;benutzer139;Personalcomputer;3;supporter12;29.11.2013 08:57;Zimmer 008 kein ELE-Image
902;supporter6;Lokales Netzwerk;1;supporter10;29.11.2013 10:38;W-LAN grenchen
903;benutzer91;Drucker;2;supporter10;02.12.2013 09:43;CIS-PC (rechte) ohne Drucker
904;benutzer97;Personalcomputer;2;supporter4;03.12.2013 10:35;Nervige Defekte im Arbeitszimmer
905;supporter12;Lokales Netzwerk;2;blj-support;03.12.2013 10:54;Neue Netzwerkkabel in Grenchen (307, 309)
906;benutzer111;Lokales Netzwerk;3;supporter2;06.12.2013 11:02;Klassenordner KVE1B
907;benutzer164;PC-Programm;3;supporter2;06.12.2013 11:13;PC Herr Galli 
908;benutzer19;Personalcomputer;3;supporter12;06.12.2013 15:32;PC Zi 306
911;benutzer51;Drucker;1;supporter2;10.12.2013 10:51;Drucker GIGR_307_P1
912;benutzer67;PC-Programm;1;supporter2;10.12.2013 14:41;UINTIS
913;benutzer186;Lokales Netzwerk;2;supporter2;11.12.2013 08:15;KBS Zi 502, PC50214 und 15
914;benutzer4;Personalcomputer;2;supporter10;12.12.2013 13:28;Kein Bild Zi. GISO 008
915;supporter15;Drucker;1;supporter10;12.12.2013 14:27;mein Drucker wird in der neuen SW nicht verwaltet
916;benutzer37;Lokales Netzwerk;3;supporter2;12.12.2013 17:03;PC von Nancy
917;benutzer190;Personenverwaltung;2;supporter10;13.12.2013 14:34;Account Franziska Schatzmann
918;benutzer190;Personenverwaltung;2;supporter10;13.12.2013 14:36;Account Stefan Ruchti
919;benutzer128;Anderes Tool;2;supporter10;16.12.2013 08:42;Zimmerpläne
920;benutzer172;Personalcomputer;2;supporter12;17.12.2013 13:45;Zimmer012-20
921;benutzer128;Personalcomputer;2;supporter2;17.12.2013 15:12;Tastatur (Leertaste)
922;benutzer117;Anderes Tool;2;supporter5;18.12.2013 08:57;Schülerlisten
923;benutzer190;BSCW;2;supporter14;18.12.2013 14:19;Account eröffnen
924;benutzer190;Anderes Tool;2;supporter5;18.12.2013 14:22;Neue Lehrerin - Eröffnen für Tools
925;benutzer172;Personalcomputer;1;supporter2;19.12.2013 09:32;Dank - bitte verteilen
926;benutzer190;Personenverwaltung;3;supporter2;19.12.2013 09:53;Account Caroline Mancini
927;benutzer53;Notenool;3;supporter5;20.12.2013 10:55;IKA Lehrer inkl. 2x ersichtlich 
928;benutzer186;Personalcomputer;2;supporter2;20.12.2013 11:22;Zi 502 - Tastatur PC-Nr. 50214
929;benutzer31;Personalcomputer;2;supporter2;20.12.2013 11:32;PCs im Zi 401 können nicht anmelden
930;benutzer108;Lokales Netzwerk;3;supporter10;20.12.2013 14:07;Zugriff auf Shares meiner Abteilung
931;benutzer67;Personalcomputer;2;supporter10;28.12.2013 14:17;Neuer Stundenplaner-PC.
932;benutzer200;Beamer;3;supporter2;06.01.2014 08:09;Beamer läuft nicht Zimmer 211 
933;benutzer70;Mail;3;supporter10;06.01.2014 10:49;Email Stefan Ruchti aus GIBS-Listen löschen
934;benutzer149;Personenverwaltung;3;supporter2;06.01.2014 13:38;neue E-Mail-Adresse
935;benutzer149;Personalcomputer;1;supporter10;06.01.2014 15:43;Grenchen Zimmer 311
936;benutzer128;PC-Programm;2;supporter2;06.01.2014 16:10;Vision
937;supporter14;Lokales Netzwerk;2;supporter10;07.01.2014 14:23;Dose im Zimmer 102
938;benutzer128;Personalcomputer;1;supporter2;07.01.2014 15:00;Fehlermeldung beim Aufstarten
939;supporter12;Lokales Netzwerk;2;supporter12;08.01.2014 11:06;Drucker Arb geht nicht mehr
940;benutzer144;Lokales Netzwerk;2;supporter10;09.01.2014 09:06;Kein Zugriff auf Laufwerk G (Sekretariat)
941;benutzer131;Personalcomputer;2;supporter2;09.01.2014 09:21;PC  P03_11
942;benutzer186;PC-Programm;3;supporter2;10.01.2014 09:04;Zi 502-PC 50206-50207-50212-50217
943;benutzer108;Lokales Netzwerk;3;supporter10;10.01.2014 10:22;Persönliches Laufwerk Franziska Schatzmann
944;benutzer108;Absenztool;3;supporter5;10.01.2014 10:25;BSCW- / Toolzugriff Franziska Schatzmann
945;supporter5;Helpdesktool;3;supporter5;10.01.2014 11:16;flavia.totti eröffnen
946;benutzer69;Personenverwaltung;3;supporter10;10.01.2014 14:02;Erstellung eines Lehreraccounts
947;supporter10;Anderes Tool;2;supporter5;10.01.2014 14:14;Neuer ZZ Lehrer: Holzach Hans <Hans.Holzach@bbzsogr.ch>
948;benutzer108;Windows;2;supporter2;13.01.2014 08:48;Fehlermeldung PC Hauptgebäude Zimmer 009
949;benutzer139;Drucker;2;supporter10;13.01.2014 11:44;Drucker 102 mit Papierstau
950;benutzer111;PC-Programm;3;supporter2;13.01.2014 17:51;Probleme beim Öffnen der Dateien
951;benutzer154;Lokales Netzwerk;2;supporter10;14.01.2014 11:17;Berechtigung Leitungslaufwerk GISO
952;benutzer20;Internet;2;supporter10;14.01.2014 13:18;WLAN für Tischmesse (iPAD / Drucker)
953;benutzer132;Drucker;2;supporter10;14.01.2014 14:39;Drucker Oki im Büro neben Sekretariat
954;benutzer128;PC-Programm;1;supporter2;14.01.2014 15:21;Fehlermeldungen
955;benutzer200;Personalcomputer;3;supporter10;15.01.2014 08:02;Zimmer 211 PC
956;benutzer172;Drucker;2;supporter10;15.01.2014 09:39;Keine Drucker installiert
957;benutzer172;Drucker;3;supporter10;15.01.2014 09:39;Druckerproblem Lehrerstation
958;benutzer102;Personalcomputer;2;supporter2;16.01.2014 07:43;Tastatur-Stecker an PC Defekt
